957481518988804096_,JohnCornyn,13218102_,2018-01-28T00:12:37-05:00,"RT @PatrickSvitek .@JohnCornyn on Trump's SOTU: ""I hope he talks about the accomplishments of 2017 because I think by any measure this has really been a historic year. ... I don't think the press gives him much credit.""",Twitter for iPad
957481419135045633_,JohnCornyn,13218102_,2018-01-28T00:12:14-05:00,"RT @DavidMDrucker ""I don't think the press by and large gives the president credit"" for his accomplishments. @JohnCornyn (It should be said, Cornyn is among most accessible senator on Hill)",Twitter for iPad
957478640962473991_,dccc,14676022_,2018-01-28T00:01:11-05:00,"RT @dccc 1 year ago, thousands of Americans flooded airports to reject Trump's Muslim ban and stand with their brothers and sisters from different faiths. They sent this President a clear, but powerful message:

We will NOT let you sow divisions of hatred between us. #NoMuslimBanEver http://pbs.twimg.com/media/DUjgpUfWAAEQtpF.jpg",Twitter Web Client
959298139285942273_,CongressmanRaja,814179031956488192_,2018-02-02T00:31:13-05:00,"@donlemon So sorry to hear that, Don.",Twitter for iPhone
959297547159330816_,RepRoybalAllard,479872233_,2018-02-02T00:28:52-05:00,Enjoyed a great dinner with my district staff at #GauchoGrill in #Downey! #ShopAndEatLocal http://pbs.twimg.com/media/DVAcA-KV4AA2IbB.jpg,Twitter for iPhone
959297262806384640_,TeamPelosi,2461810448_,2018-02-02T00:27:44-05:00,"Yes she did. 

And yes, we will continue to expose it for what it is: an atrocious #GOPTaxScam that raises taxes on millions while handing the top 1% with 83% of the profits and destroying Social Security and Medicare. https://twitter.com/masslivenews/status/959194703160926208 QT @masslivenews Minority Leader Nancy Pelosi slams GOP tax law at Cambridge event http://www.masslive.com/politics/index.ssf/2018/02/minority_leader_nancy_pelosi_s.html#incart_river_home",Twitter for iPhone
959296073062760448_,MurrayCampaign,158470209_,2018-02-02T00:23:01-05:00,"This Administration’s inhumane deportation agenda is tearing families apart. It’s shameful.
https://twitter.com/Slate/status/958799526239797249 QT @Slate ICE is out of control: https://slate.trib.al/ZEMnSIh http://pbs.twimg.com/media/DU5XFffXkAYsLMe.jpg",Sprout Social
959295757118423040_,amyklobuchar,33537967_,2018-02-02T00:21:46-05:00,Thanks to all the security and law enforcement here in the cold for the Super Bowl!  And (since it is a good day to stand up for the FBI) thanks to the FBI agents in MN and across the country who protect us every day.,Twitter for iPhone
959292070526464001_,TeamPelosi,2461810448_,2018-02-02T00:07:07-05:00,"RT @meredithk27 .@RepJoeKennedy's vision made me proud to be a young Democrat, but prouder to be fighting to elect the next generation of leaders for our party. 

In 2019, the #SOTU audience will have more Democrats with records of service &amp; bright futures.

DETAILS: https://redtoblue.dccc.org/",Twitter for iPhone
959291220466974721_,VetAffairsDems,151519500_,2018-02-02T00:03:44-05:00,"Two words that should never be uttered together in this country are “deported veteran.” @RealDonaldTrump, this is a disgusting way to treat a #veteran who selflessly put his life on the line to defend us. This is a disgrace. https://twitter.com/spencerwoodman/status/959096298300411906 QT @spencerwoodman ICE has arrested a U.S. army veteran who served two tours of duty in Afghanistan and has two U.S. citizen children. His name is Miguel Perez Jr. and he has lived in the U.S. since he was 8 years old http://www.chicagotribune.com/news/local/breaking/ct-met-green-card-veteran-hunger-strike-20180131-story.html",Twitter for iPhone
959290784536285186_,RoKhanna,771152516_,2018-02-02T00:02:00-05:00,"Guantanamo Bay has been the home to torture, mistreatment, and indefinite detainment of prisoners ever since it was opened during the Bush years. Keeping this horrible prison open despite these human rights abuses goes against everything America stands for.",TweetDeck
959314955727077376_,RepSwalwell,942156122_,2018-02-02T01:38:03-05:00,"RT @MSNBC ""The name of the person on the door is the person responsible"": Rep. Swalwell said the White House worked with Rep. Devin Nunes in the creation of a controversial memo. 
 https://trib.al/LPOFZa8",Twitter for iPhone
957847711298056192_,auctnr1,21572351_,2018-01-29T00:27:44-05:00,"RT @nbcwashington Girl, 12, still in hospital one month after police say a carjacking suspect rammed into a family's minivan in Herndon, Virginia https://www.nbcwashington.com/news/local/12-Year-Old-Girl-Still-in-Hospital-Month-After-Suspect-Rammed-Into-Familys-Van-471587194.html?_osource=SocialFlowTwt_DCBrand http://pbs.twimg.com/media/DUrzui8W0AEUMOo.jpg",Twitter for iPhone
957847540476628992_,auctnr1,21572351_,2018-01-29T00:27:04-05:00,"RT @LifeNewsHQ If You’ve Had an Abortion, You’re Forgiven. Trust Me, I Was Almost Aborted http://www.lifenews.com/2014/07/28/if-youve-had-an-abortion-youre-forgiven-trust-me-i-was-almost-aborted/?utm_content=buffera313b&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer http://pbs.twimg.com/media/DUrz4JNXkAE7yoM.jpg",Twitter for iPhone
957847237261955074_,auctnr1,21572351_,2018-01-29T00:25:51-05:00,RT @deplorablem1ke @FoxNews Big words coming from a little man under his school desk. If you have something to say.. SayItToTheirFace http://pbs.twimg.com/media/DUrPNmtVMAACwXG.jpg,Twitter for iPhone
957846914728280064_,RepJayapal,815733290955112448_,2018-01-29T00:24:35-05:00,It was an honor join faith leaders and speak on the first anniversary of the #NoMuslimBanEver airport protests today at MAPS in Redmond. Read my remarks here: https://medium.com/@RepJayapal/maps-faithoverfear-remarks-86dfac0dd738 http://pbs.twimg.com/media/DUr0sB6UMAQ5AcS.jpg,Twitter for Android
957846384471957504_,auctnr1,21572351_,2018-01-29T00:22:28-05:00,"RT @AnnCoulter Hey, West Virginia!  Sen. Manchin just said illegal immigration isn't an issue in http://W.VA.  90% of heroin comes from Mexico. Is that an issue your senator might care about?  http://www.dailymail.co.uk/news/article-4472758/Inside-America-s-worst-heroin-epidemic.html",Twitter for iPhone
957846322975006720_,auctnr1,21572351_,2018-01-29T00:22:13-05:00,"RT @LouDobbs Schumer &amp; Dimms don't see a Mexico problem, but Mexico does:  Mexico to send in troops to try to control cartel wars https://ca.news.yahoo.com/least-25-killed-mexico-over-bloody-weekend-191833147.html?soc_src=social-sh&soc_trk=tw #MAGA @realDonaldTrump #TrumpTrain #AmericaFirst #Dobbs",Twitter for iPhone
957846258382761984_,auctnr1,21572351_,2018-01-29T00:21:58-05:00,"RT @LiveAction A movie, designed to set history straight on abortion, is reportedly being blocked from crowdfunding efforts by Facebook. https://www.liveaction.org/news/facebook-blocks-crowdfunding-abortion-movie/?utm_content=66310175&utm_medium=social&utm_source=twitter",Twitter for iPhone
957846206985723904_,auctnr1,21572351_,2018-01-29T00:21:46-05:00,"RT @nbcwashington Debate over regulating home schools revived since 13 siblings found starved, neglected and abused in California https://www.nbcwashington.com/news/national-international/Case-of-Tortured-Perris-Kids-Revives-Home-School-Regulation-Debate-471536574.html?_osource=SocialFlowTwt_DCBrand",Twitter for iPhone
957846116757921793_,auctnr1,21572351_,2018-01-29T00:21:24-05:00,"RT @CBSThisMorning The name of @Logic301's song he's performing is ""1-800-273-8255."" That's also the number for the National Suicide Prevention Lifeline.

Retweet to help save a life.  

@800273TALK #GRAMMYs http://pbs.twimg.com/ext_tw_video_thumb/957824648086937600/pu/img/_gqFhcH-OFiCePKg.jpg https://video.twimg.com/ext_tw_video/957824648086937600/pu/vid/320x180/19tVIxwBY6dc_7Wi.mp4",Twitter for iPhone
956397768494399491_,RepHanabusa,235373000_,2018-01-25T00:26:11-05:00,Talking about politics and governing in the era of Trump with @EJDionne &amp; Bill Dorman from @wearehpr Mahalo to the @DKIInstitute for hosting this important discussion. http://pbs.twimg.com/media/DUXOspJV4AAJF8J.jpg,Twitter for iPhone
956396556390772736_,RepHanabusa,235373000_,2018-01-25T00:21:22-05:00,"RT @DKIInstitute ""Will the Trump Administration Renew American Democracy?"" About to begin our Pau Hana Event w/@EJDionne, @rephanabusa @ThePublicSquare &amp; @wearehpr. #inouye http://pbs.twimg.com/media/DUXFTZVVQAE_MiB.jpg",Twitter for iPhone
956393702632624129_,MurrayCampaign,158470209_,2018-01-25T00:10:02-05:00,"It’s disgraceful that community health centers are still not funded. Patients and families from every corner of this country depend on these centers for basic care, and putting their health care in jeopardy is not an option. We need to act now.",Sprout Social
956392740417409024_,SenBooker,2167097881_,2018-01-25T00:06:12-05:00,"RT @CoryBooker I was astonished today that a Trump fed judge nominee couldn't answer my questions re: whether he believed implicit racial bias exists in our criminal justice system, saying that even as a former trial judge, he's unfamiliar with the abundance of empirical evidence on this topic. http://pbs.twimg.com/amplify_video_thumb/956288016091267072/img/N58LaqAb4eH2GanJ.jpg https://video.twimg.com/amplify_video/956288016091267072/vid/240x240/ESQXCIBol5Y-obTZ.mp4",Twitter for Android
956392109996568576_,RepRickLarsen,404132211_,2018-01-25T00:03:42-05:00,RT @WNE_GoldenBears 77 Golden Bear Student-Athletes Earn CCC Academic All-Conference Honors https://fb.me/KDIIdJEu,Twitter for Android
956392087208914945_,RepRickLarsen,404132211_,2018-01-25T00:03:37-05:00,"RT @WNEPeerAdvisors Come visit the Peer Advisors at our table outside the gazebo for some hot chocolate! We will be here from 12:30-2pm through Friday, when applications are due! http://pbs.twimg.com/media/DUUsx1rX4AEhtIY.jpg",Twitter for Android
956391796426395649_,BarbaraComstock,37481291_,2018-01-25T00:02:27-05:00,"Joined an enthusiastic crowd tonight @loudounbrewing in support for @Thiel4Leesburg who is running for Leesburg Town Council. For more information on Josh and how you can support him, join me in contributing: https://www.thielforleesburg.com/ http://pbs.twimg.com/media/DUXI7NgW4AAL1bf.jpg",Twitter Web Client
956406096838778881_,RepKarenBass,239949176_,2018-01-25T00:59:17-05:00,RT @OfficialCBC http://www.blackpressusa.com/opinion-one-year-of-trump-what-weve-lost-and-what-weve-learned/ - OPINION: One Year of Trump: What We’ve Lost and What We’ve Learned,Twitter for iPhone
956403919135170560_,mattgaetz,58579942_,2018-01-25T00:50:38-05:00,The dark side of the moon. Best album ever? Definitely in my top 5. https://twitter.com/drumpfinlove/status/956395728338931712 QT @DrumpfInLove @mattgaetz Gaetz next on your list get us the truth about the alien space station on the dark side of the moon.,Twitter for iPhone
960032244134903813_,DeanHeller,41363507_,2018-02-04T01:08:18-05:00,Loved seeing everyone at our hometown Lincoln Day dinner tonight in Lyon County! #HomeMeansNevada http://pbs.twimg.com/media/DVK4NUaVwAAWZrH.jpg http://pbs.twimg.com/media/DVK4NUvVMAAXMqr.jpg http://pbs.twimg.com/media/DVK4NU-U0AANrdX.jpg,Twitter for iPhone
960031681984921600_,ScottPetersSD,292594517_,2018-02-04T01:06:04-05:00,@DSmithShow Begrudging congratulations,Twitter for iPhone
960030447895023617_,BillCassidy,55677432_,2018-02-04T01:01:09-05:00,"RT @Saints This marks the first time an @NFL team has swept the Rookie of the Year awards since Detroit's Mel Farr and Lem Barney did it in 1967

Congrats @A_kamara6 and @shonrp2! #Saints #NFLHonors http://pbs.twimg.com/media/DVJo_g-WsAENlnK.jpg",Twitter for iPhone
960028091438510080_,RepBillFlores,237312687_,2018-02-04T00:51:48-05:00,"RT @GOP ""I'm sure glad we have this new tax law...It's helped everybody."" 
Here's what Carl in New Hampshire has to say about tax cuts. Send your video here: http://paycheckpresident.com http://pbs.twimg.com/ext_tw_video_thumb/959894012743372800/pu/img/Ida-xUHzfcZhTzMo.jpg https://video.twimg.com/ext_tw_video/959894012743372800/pu/vid/180x320/vrKZ6_RFaMw4joWS.mp4",Twitter for iPhone
960028010689781760_,RepBillFlores,237312687_,2018-02-04T00:51:28-05:00,RT @VP This year’s #BlackHistoryMonth theme “African Americans in Times of War” honors &amp; thanks the generations of African Americans who have defended &amp; died for America. This month &amp; every month we celebrate the extraordinary contributions of African Americans to our Nation’s greatness,Twitter for iPhone
960027782796296194_,RoKhanna,771152516_,2018-02-04T00:50:34-05:00,@CoreyECohen Thanks. Respect your perspective. I just think it should be part of the final negotiations.,Twitter for iPhone
960027646460678144_,Flores4Congress,97171189_,2018-02-04T00:50:02-05:00,RT @VP This year’s #BlackHistoryMonth theme “African Americans in Times of War” honors &amp; thanks the generations of African Americans who have defended &amp; died for America. This month &amp; every month we celebrate the extraordinary contributions of African Americans to our Nation’s greatness,Twitter for iPhone
960027544744550400_,Flores4Congress,97171189_,2018-02-04T00:49:37-05:00,RT @PressSec Millions of Americans already receiving Trump tax cut bonuses or pay raises but remember the tax cuts kick in this month so #CheckYourCheck #TaxCutsandJobsAct http://pbs.twimg.com/media/DVJRUYdXkAEHttk.jpg,Twitter for iPhone
960027493548904448_,Flores4Congress,97171189_,2018-02-04T00:49:25-05:00,"RT @GOP ""I'm sure glad we have this new tax law...It's helped everybody."" 
Here's what Carl in New Hampshire has to say about tax cuts. Send your video here: http://paycheckpresident.com http://pbs.twimg.com/ext_tw_video_thumb/959894012743372800/pu/img/Ida-xUHzfcZhTzMo.jpg https://video.twimg.com/ext_tw_video/959894012743372800/pu/vid/180x320/vrKZ6_RFaMw4joWS.mp4",Twitter for iPhone
960386678518005760_,PramilaJayapal,193441812_,2018-02-05T00:36:41-05:00,"Amazing event tonight w/women champions @MsJodieEvans, @Janefonda &amp; Lauren Hutton. Dreaming &amp; acting for #NoWar,  #OneFairWage,  #ImmigrationReform,  &amp; creating a real democracy. Hopeful! http://pbs.twimg.com/media/DVP6lw4UMAAYaVQ.jpg",Twitter for iPhone
960385500568850432_,MurrayCampaign,158470209_,2018-02-05T00:32:01-05:00,"Auctioning off Washington state’s coastlines to the highest bidder will have devastating consequences for our environment and our economy. For the sake of future generations, we need to fight back to protect our planet.",Sprout Social
960381298169864192_,RepDwightEvans,90639372_,2018-02-05T00:15:19-05:00,RT @BrianDawkins Repeat after me.... THE PHILADELPHIA EAGLES ARE WORLD CHAMPIONS!! #FlyEaglesFly,Twitter for iPhone
960381108478193669_,RepSwalwell,942156122_,2018-02-05T00:14:33-05:00,"Absolutely fired up for #WinterOlympics2018, #teamusa &amp; @lindseyvonn! https://twitter.com/lindseyvonn/status/959512693911810048 QT @lindseyvonn Can’t wait! 🙏🏻  http://time.com/5127867/olympics-2018-lindsey-vonn-super-bowl-commercial/?amp=1",Twitter for iPhone
960379206134849536_,RoKhanna,771152516_,2018-02-05T00:07:00-05:00,"It’s no surprise that only 2 percent of Americans say they’ve received a bonus or raise from the tax bill. Instead of giving $1.5 trillion to corporations and shareholders, we should expand the EITC to give that money directly to the American people.",TweetDeck
960423988227903488_,RepTedLieu,3044993235_,2018-02-05T03:04:57-05:00,RT @amjoyshow Rep. @TedLieu: ‘People would take to the streets’ if #RodRosenstein is fired http://www.msnbc.com/am-joy/watch/memo-doesn-t-give-trump-cause-to-fire-rosenstein-1153507907576?cid=sm_npd_ms_tw_jy via @amjoyshow,Twitter for iPhone
960460423098261512_,RoKhanna,771152516_,2018-02-05T05:29:44-05:00,@skains_corey Thnx you too,Twitter for iPhone
960482370313969664_,marcorubio,15745368_,2018-02-05T06:56:56-05:00,"RT @TeamMarco ""@marcorubio is trying to marshal Republicans behind a plan that would neither impose a mandate on employers nor raise taxes to pay for it — two hurdles that have long halted the GOP from embracing paid family leave."" https://www.politico.com/story/2018/02/04/rubio-ivanka-trump-family-leave-385050",Twitter Web Client
960477323291189248_,JohnCornyn,13218102_,2018-02-05T06:36:53-05:00,Same high school as Drew Brees https://twitter.com/JohnCornyn/status/960474077839413249 QT @JohnCornyn Westlake High School grad https://twitter.com/fubarnator/status/960369030648487936,Twitter Web Client
960742094607405056_,RepJayapal,815733290955112448_,2018-02-06T00:08:59-05:00,"RT @BlackGirlMagix #BlackHistoryMonth
Today, teach your children about Ruby Bridges. She was the first black child to attend at all-white public elementary school in the South.

She's only 63. Only, 63. http://pbs.twimg.com/media/DVI1spnWAAEK5iA.jpg",Twitter for iPad
960741911492472832_,RepJayapal,815733290955112448_,2018-02-06T00:08:16-05:00,"The Trump Administration’s attempts to destroy our planet may not just be wrong, obtuse &amp; tone-deaf to science—they could also be illegal. https://www.nytimes.com/2018/01/31/climate/trump-zinke-environmental-rollback.html",Twitter for iPad
960765101946097664_,LacyClayMO1,584912320_,2018-02-06T01:40:25-05:00,"#TrayvonMartin should be enjoying his birthday, but he’s not. No young African American should die because of the #racist #brutality of others and their power to perpetuate it.  We will remember, and we will fight for change. #BlackLivesMatter #criminaljusticereform http://pbs.twimg.com/media/DVVSxKeW0AAufb8.jpg",Twitter for iPad
960762916847980544_,LacyClayMO1,584912320_,2018-02-06T01:31:44-05:00,"RT @KamalaHarris The decision to rescind DACA is part of a much broader attempt to target immigrants. This Administration has ignited anti-immigrant sentiment, characterizing immigrants as rapists, murderers &amp; people who are going to steal American jobs. That could not be further from the truth.",Twitter for iPad
960762815459053568_,LacyClayMO1,584912320_,2018-02-06T01:31:19-05:00,"RT @NBCPolitics Rep. Schiff hits back at President Trump for morning tweet calling him ""one of the biggest liars and leakers in Washington"" http://pbs.twimg.com/media/DVR0hqQU0AArydU.jpg",Twitter for iPad
960762201224241152_,LacyClayMO1,584912320_,2018-02-06T01:28:53-05:00,RT @MartyMurrayJr Come join @LacyClayMO1 and @keithellison this Saturday for a discussion on Raising the Minimum Wage. http://pbs.twimg.com/media/DVVC9U6VoAAiz4I.jpg,Twitter for iPad
960800211236016130_,auctnr1,21572351_,2018-02-06T03:59:55-05:00,.@BassProShops gets free publicity as people react to @jtimberlake   #SuperBowl outfit http://www.news-leader.com/story/news/local/ozarks/now/2018/02/05/bass-pro-gets-free-publicity-people-react-justin-timberlakes-super-bowl-outfit/307723002/ via @springfieldNL,Twitter for iPhone
960798043158274048_,auctnr1,21572351_,2018-02-06T03:51:18-05:00,RT @nytimesworld Two incendiary videos show Syrian militants mocking the mutilated corpse of a female Kurdish fighter https://trib.al/JsZaKL5,Twitter for iPhone
960797879341408263_,auctnr1,21572351_,2018-02-06T03:50:39-05:00,RT @AP Indian fake doctor infects 21 with HIV with tainted syringes. https://apnews.com/f22a47d13b2c455db74dc91463132388/Indian-fake-doctor-infects-21-with-HIV-with-tainted-syringes?utm_campaign=SocialFlow&utm_source=Twitter&utm_medium=AP,Twitter for iPhone
961115582111342592_,JaredHuffman,334894942_,2018-02-07T00:53:06-05:00,"Proud to be featured, along with 2 great congressional colleagues @carbajalsalud and @CardenasforCA. in the UCSB alumni magazine.  Go Gauchos! #UCSB  http://ucsbalum.com/Coastlines/2018/winter/feature_three_gauchos",Twitter Web Client
961114449666027520_,TeamPelosi,2461810448_,2018-02-07T00:48:36-05:00,"RT @JayCarney Good time to recall that in the previous administration, we NEVER boasted about the stock market -- even though the Dow more than doubled on Obama's watch -- because we knew two things: 1) the stock market is not the economy; and 2) if you claim the rise, you own the fall.",Twitter Web Client
961110306809409538_,GT_TeamGT,304138251_,2018-02-07T00:32:08-05:00,"Thanks to the 40,000+ homes who participated in Tuesday night's Team GT Tele-Town Hall call! Our next call is... https://fb.me/GJBOQYOd",Facebook
961109922875363328_,LacyClayMO1,584912320_,2018-02-07T00:30:36-05:00,"We can lift over 350K fellow Missourians out of poverty if we #raisethewage Don’t miss my #RaiseTheWage Town Hall mtg this Sat in #Ferguson 11AM at Wellspring Church. Special guest, @DNC Deputy Chair @RepKeithEllison @MoDemParty Join the drive for #economicjustice http://pbs.twimg.com/media/DVaMYUlWsAApW9d.jpg",Twitter for iPad
961109839203196929_,jaredpolis,15361570_,2018-02-07T00:30:16-05:00,"RT @PolisForCO ""Jared is a smart public servant who fights for education, civil rights, smart tax policy, and accountability in government."" Join us ➡️ http://polisforcolorado.com/volunteer/ #TeamJared http://pbs.twimg.com/media/DVENmWzUMAMmF3M.jpg http://pbs.twimg.com/media/DVENqZNUQAIiyTF.jpg",Twitter for iPhone
961108513694126080_,MurrayCampaign,158470209_,2018-02-07T00:25:00-05:00,"RT if you agree: the quality of a child’s education shouldn’t be dictated by how much money their parents make. Every student and family in this country, regardless of income, deserves access to high-quality public education.",Sprout Social
961105657628909569_,ToddRokitaIN,110456022_,2018-02-07T00:13:39-05:00,"RT @WOWOpatmiller .@ToddRokitaIN on the State of the Union address, Nancy Pelosi, and out of touch Democrats https://www.wowo.com/congressman-todd-rokita-8/",Twitter Web Client
961105511453286401_,jaredpolis,15361570_,2018-02-07T00:13:05-05:00,@AndyRose12  http://pbs.twimg.com/tweet_video_thumb/DVaIW9dX0AA15hI.jpg https://video.twimg.com/tweet_video/DVaIW9dX0AA15hI.mp4,Twitter for iPhone
961103353492246529_,CAPAC,192955168_,2018-02-07T00:04:30-05:00,RT @NILC_org “Chain-migration” is an anti-immigrant and racially-charged slur. It’s called family-based immigration and it has made our country stronger for decades. #HereToStay https://twitter.com/realDonaldTrump/status/960907362109452288 QT @realDonaldTrump We need a 21st century MERIT-BASED immigration system.  Chain migration and the visa lottery are outdated programs that hurt our economic and national security. https://www.whitehouse.gov/articles/national-security-threats-chain-migration-visa-lottery-system/,Twitter for iPhone
956765784398680065_,RepKihuen,816282029276938240_,2018-01-26T00:48:33-05:00,"Great evening with friends at the @AIPAC Las Vegas dinner. It was a pleasure meeting Avi Issacharoff &amp; Lior Raz, co-creators of @FaudaOfficial. #AIPACDinner http://pbs.twimg.com/media/DUcdZ_sVMAEc5vE.jpg http://pbs.twimg.com/media/DUcdZ_xVoAArp46.jpg http://pbs.twimg.com/media/DUcdZ_sVQAAFvYp.jpg",Twitter for iPhone
956763743420952576_,tedlieu,21059255_,2018-01-26T00:40:26-05:00,"Will be on @TheOpposition with @JordanKlepper tonight on @ComedyCentral at 11:30 pm PT. You will laugh, you will cry and you will not want to release any memos. http://pbs.twimg.com/media/DUcbiprV4AAuOzp.jpg",Twitter for Android
956758853793677313_,MurrayCampaign,158470209_,2018-01-26T00:21:01-05:00,"It’s pretty simple: reproductive health care is health care. Every person who needs it should have access to quality reproductive health care -- including safe, legal abortion -- no matter how much money they have or where they live.",Sprout Social
956757040419938306_,tedlieu,21059255_,2018-01-26T00:13:48-05:00,"If @realDonaldTrump didn't back down from his order to fire Mueller, not only would McGahn have resigned, but Deputy AG Rosenstein would have resigned. @POTUS would have needed to keep firing people until someone agreed to carry out his order.

Does this remind you of anyone? https://twitter.com/kylegriffin1/status/956739733090119680 QT @kylegriffin1 New details from WaPo: “Trump’s ire at Mueller rose to such a level” that Bannon and Priebus grew “incredibly concerned” that he was going to fire Mueller and “sought to enlist others to intervene with the president, according to a Trump adviser...” https://www.washingtonpost.com/politics/trump-moved-to-fire-mueller-in-june-bringing-white-house-counsel-to-the-brink-of-leaving/2018/01/25/9184a49e-0238-11e8-bb03-722769454f82_story.html?utm_term=.a42c5766c510",Twitter for Android
